Category,period,sales,freight_value,total_sales,quantity,volume,baskets
costruction tools tools,2018-04-01,417.9,88.36,506.26,5,4.683,5
costruction tools tools,2018-05-01,527,96.81,623.81,4,7.379,4
costruction tools tools,2018-06-01,5501.2,278.25,5779.45,12,18.965,10
costruction tools tools,2018-07-01,1255.77,241.27,1497.04,14,14.607,14
diapers and hygiene,2016-09-01,134.9,16.09,150.99,1,0.7,1
diapers and hygiene,2017-11-01,76,23.7,99.7,2,0.4,1
diapers and hygiene,2017-12-01,125,63.45,188.45,5,3,1
diapers and hygiene,2018-01-01,100,50.76,150.76,4,2.4,1
diapers and hygiene,2018-02-01,163,85.61,248.61,6,3.2,2
diapers and hygiene,2018-03-01,149,51.57,200.57,4,3.4,4
diapers and hygiene,2018-04-01,117,42.65,159.65,3,0.7,3
diapers and hygiene,2018-05-01,321,106.7,427.7,7,5.05,7
diapers and hygiene,2018-06-01,149.8,88.11,237.91,4,1.5,4
diapers and hygiene,2018-07-01,231.89,45.04,276.93,3,5.6,3
drinks,2017-02-01,463.87,104.56,568.43,5,19.953,4
drinks,2017-03-01,199.93,129.24,329.17,7,34,2
drinks,2017-04-01,90,22.95,112.95,1,0.45,1
drinks,2017-05-01,49.99,19.21,69.2,1,4.4,1
drinks,2017-06-01,273.97,74.11,348.08,3,18.7,2
drinks,2017-07-01,119.9,28.87,148.77,2,1.6,2
drinks,2017-08-01,327.97,100.51,428.48,8,7.381,7
drinks,2017-09-01,596.98,155.74,752.72,12,3.504,10
drinks,2017-10-01,748.61,255.07,1003.68,19,13.866,15
drinks,2017-11-01,2132.84,441.57,2574.41,34,28.114,31
drinks,2017-12-01,2307.61,755.98,3063.59,52,44.877,40
drinks,2018-01-01,1967.44,451.84,2419.28,32,10.603,27
drinks,2018-02-01,962.7,305.82,1268.52,21,7.725,20
drinks,2018-03-01,5016.44,897.78,5914.22,54,81.8,29
drinks,2018-04-01,2790.98,772.85,3563.83,48,39.317,34
drinks,2018-05-01,1532.07,472.5,2004.57,32,33.402,29
drinks,2018-06-01,1370.17,311.86,1682.03,18,22.358,18
drinks,2018-07-01,1477.23,440.79,1918.02,30,26.79,25
dvds blu ray,2016-12-01,29.8,18,47.8,2,0.35,1
dvds blu ray,2017-01-01,14.9,20.8,35.7,1,0.15,1
dvds blu ray,2017-02-01,1873.7,89.73,1963.43,5,4,4
dvds blu ray,2017-03-01,1434.9,31.44,1466.34,2,2.8,2
dvds blu ray,2017-04-01,89.6,61,150.6,4,1.05,4
dvds blu ray,2017-05-01,126.69,73.05,199.74,4,1.4,4
dvds blu ray,2017-06-01,749.7,81.29,830.99,4,2.1,4
dvds blu ray,2017-07-01,113.4,118.43,231.83,6,1.25,6
dvds blu ray,2017-08-01,39.8,51.26,91.06,2,0.35,2
dvds blu ray,2017-09-01,194.5,120.13,314.63,5,1.29,5
dvds blu ray,2017-10-01,79.79,65.88,145.67,3,0.6,3
dvds blu ray,2017-11-01,119.9,15.59,135.49,1,0.4,1
dvds blu ray,2017-12-01,49.8,46.78,96.58,2,0.4,2
dvds blu ray,2018-01-01,24.9,17.63,42.53,1,0.2,1
dvds blu ray,2018-02-01,49.8,39.91,89.71,2,0.3,2
dvds blu ray,2018-03-01,92.5,175.17,267.67,5,0.85,4
dvds blu ray,2018-04-01,439.94,120.22,560.16,7,8.95,6
dvds blu ray,2018-05-01,382.88,122.15,505.03,6,2.425,5
dvds blu ray,2018-06-01,83.99,12.89,96.88,1,2.15,1
dvds blu ray,2018-07-01,8.9,7.39,16.29,1,0.2,1
electronics,2016-09-01,1306.99,40.58,1347.57,2,2.173,2
electronics,2016-12-01,617,155.43,772.43,11,10.439,11
electronics,2017-01-01,1218.85,336.65,1555.5,19,20.927,14
electronics,2017-02-01,3986,669.16,4655.16,37,47.299,32
electronics,2017-03-01,4822.24,789.25,5611.49,48,52.725,47
electronics,2017-04-01,6670.12,1235.54,7905.66,67,84.011,61
electronics,2017-05-01,2139.03,639.1,2778.13,43,20.128,41
electronics,2017-06-01,7174.83,1739.33,8914.16,96,80.234,86
electronics,2017-07-01,3026.16,929.35,3955.51,57,48.72,53
electronics,2017-08-01,4320.06,1201.6,5521.66,66,81.707,64
electronics,2017-09-01,3455.32,1113.15,4568.47,63,57.936,56
electronics,2017-10-01,9848.14,2905.56,12753.7,183,163.268,164
electronics,2017-11-01,8714.51,3469.97,12184.48,211,189.666,191
electronics,2017-12-01,15891.78,5644.16,21535.94,350,253.982,321
electronics,2018-01-01,14847.1,5309.66,20156.76,331,207.336,301
electronics,2018-02-01,12612.1,4432.3,17044.4,264,154.614,246
electronics,2018-03-01,11022.43,3728.12,14750.55,214,166.482,203
electronics,2018-04-01,16989.29,4098.43,21087.72,235,177.673,223
electronics,2018-05-01,9664.57,3281.51,12946.08,191,134.725,174
electronics,2018-06-01,11150.75,2661.57,13812.32,159,111.601,145
electronics,2018-07-01,10769.47,2197.9,12967.37,120,94.811,115
fashio female clothing,2016-09-01,54.9,14.73,69.63,1,0.6,1
fashio female clothing,2016-12-01,77.3,25.51,102.81,2,0.9,2
fashio female clothing,2017-01-01,457.8,61.97,519.77,4,3.4,4
fashio female clothing,2017-02-01,19.9,10.96,30.86,1,0.2,1
fashio female clothing,2017-03-01,64.9,22.84,87.74,1,0.4,1
fashio female clothing,2017-04-01,422.4,63.23,485.63,5,3,5
fashio female clothing,2017-05-01,154.8,44.5,199.3,3,1.1,3
fashio female clothing,2017-06-01,310.7,53.7,364.4,4,4.2,4
fashio female clothing,2017-07-01,188.7,46.95,235.65,4,2,4
fashio female clothing,2017-08-01,355.7,74.61,430.31,4,2.9,3
fashio female clothing,2017-10-01,79.88,36.04,115.92,3,0.9,3
fashio female clothing,2017-12-01,161.79,34.69,196.48,3,2.15,3
fashio female clothing,2018-01-01,29.99,15.1,45.09,1,0.35,1
fashio female clothing,2018-02-01,119.96,34.56,154.52,4,1.4,1
fashio female clothing,2018-03-01,174.95,43.2,218.15,5,1.75,1
fashio female clothing,2018-07-01,129.97,39.16,169.13,3,1.3,2
fashion bags accessories,2016-09-01,508.3,148.19,656.49,9,3.8,8
fashion bags accessories,2016-11-01,10.9,8.72,19.62,1,0.2,1
fashion bags accessories,2016-12-01,1671.97,464.64,2136.61,35,9.4,30
fashion bags accessories,2017-01-01,2374.11,576.14,2950.25,39,12.67,35
fashion bags accessories,2017-02-01,4861.16,1032.17,5893.33,68,22.25,62
fashion bags accessories,2017-03-01,3219.8,776.93,3996.73,50,18.6,46
fashion bags accessories,2017-04-01,7498.67,1669.6,9168.27,110,32.038,97
fashion bags accessories,2017-05-01,6831.03,1303.59,8134.62,83,28.017,77
fashion bags accessories,2017-06-01,5144.1,1260.35,6404.45,87,41.95,81
fashion bags accessories,2017-07-01,6666.68,1438.31,8104.99,100,21.315,90
fashion bags accessories,2017-08-01,11920.72,1998.75,13919.47,123,59.458,102
fashion bags accessories,2017-09-01,7933.56,1656.62,9590.18,111,49.2,96
fashion bags accessories,2017-10-01,13414.89,2764.76,16179.65,200,70.34,185
fashion bags accessories,2017-11-01,10028.46,1999.14,12027.6,135,36.485,124
fashion bags accessories,2017-12-01,7896.72,1902.23,9798.95,124,72.465,115
fashion bags accessories,2018-01-01,9678.03,1679.16,11357.19,105,59.825,100
fashion bags accessories,2018-02-01,10405.18,2550.12,12955.3,142,38.15,134
fashion bags accessories,2018-03-01,9030.85,1914.49,10945.34,107,58.415,96
fashion bags accessories,2018-04-01,11471.16,1650.94,13122.1,108,48.835,104
fashion bags accessories,2018-05-01,7917.95,1540.58,9458.53,90,29.86,83
fashion bags accessories,2018-06-01,6132.88,1248.79,7381.67,76,23.75,75
fashion bags accessories,2018-07-01,8206.42,1865.78,10072.2,128,37.415,123
fashion childrens clothes,2017-04-01,110,14.52,124.52,1,0.6,1
fashion childrens clothes,2017-05-01,110,8.96,118.96,1,0.5,1
fashion childrens clothes,2017-07-01,49.9,16.79,66.69,1,0.12,1
fashion childrens clothes,2017-08-01,89.99,17.07,107.06,1,0.3,1
fashion childrens clothes,2017-09-01,39.99,14.1,54.09,1,0.1,1
fashion childrens clothes,2018-02-01,79.98,16.58,96.56,2,0.2,2
fashion childrens clothes,2018-05-01,89.99,7.49,97.48,1,0.3,1
fashion male clothing,2016-09-01,24.9,10.96,35.86,1,0.3,1
fashion male clothing,2016-12-01,126.9,32.21,159.11,1,0.9,1
fashion male clothing,2017-01-01,642.85,120.17,763.02,7,5.025,7
fashion male clothing,2017-02-01,580.8,140.56,721.36,9,3.975,7
fashion male clothing,2017-03-01,416.69,87.94,504.63,7,2.65,6
fashion male clothing,2017-04-01,608.9,67.31,676.21,4,3.5,3
fashion male clothing,2017-05-01,569.69,185.13,754.82,10,7,8
fashion male clothing,2017-06-01,719.99,140.34,860.33,9,5.125,8
fashion male clothing,2017-07-01,1205.05,239.27,1444.32,15,8.4,13
fashion male clothing,2017-08-01,1177.5,210.69,1388.19,16,6.9,10
fashion male clothing,2017-09-01,1041.8,159.57,1201.37,11,6.45,9
fashion male clothing,2017-10-01,929.99,168.47,1098.46,12,6.975,11
fashion male clothing,2017-11-01,450.89,81.25,532.14,4,1.9,4
fashion male clothing,2017-12-01,550.6,111.57,662.17,6,3.7,5
fashion male clothing,2018-01-01,388.09,58.77,446.86,3,1.875,3
fashion male clothing,2018-03-01,195,39.42,234.42,1,0.95,1
fashion male clothing,2018-04-01,129.99,19.88,149.87,1,1.05,1
fashion male clothing,2018-05-01,447.8,106.63,554.43,7,4.8,6
fashion male clothing,2018-06-01,208.7,86.98,295.68,5,2.85,5
fashion male clothing,2018-07-01,381.69,85.29,466.98,3,2.2,3
fashion shoes,2016-09-01,29.99,10.96,40.95,1,9,1
fashion shoes,2016-12-01,34.9,14.11,49.01,1,0.5,1
fashion shoes,2017-01-01,107.05,50.32,157.37,3,1.6,2
fashion shoes,2017-02-01,1515,231.18,1746.18,14,15.2,13
fashion shoes,2017-03-01,1526.5,419.87,1946.37,23,19.4,20
fashion shoes,2017-04-01,1669.54,345.35,2014.89,22,15.65,22
fashion shoes,2017-05-01,1351.2,384.67,1735.87,20,15.5,17
fashion shoes,2017-06-01,1423.01,337.69,1760.7,20,18.05,19
fashion shoes,2017-07-01,1491.69,364.68,1856.37,22,18.4,18
fashion shoes,2017-08-01,1179.6,264.1,1443.7,14,14.4,13
fashion shoes,2017-09-01,1860.92,333.66,2194.58,18,22.75,16
fashion shoes,2017-10-01,1777.7,334.07,2111.77,20,23.6,18
fashion shoes,2017-11-01,1099,206.46,1305.46,13,13.45,12
fashion shoes,2017-12-01,666.7,155.61,822.31,9,9.3,7
fashion shoes,2018-01-01,1033.7,217.82,1251.52,11,12.95,10
fashion shoes,2018-02-01,1252.8,272.42,1525.22,12,11.45,12
fashion shoes,2018-03-01,1438.7,279.27,1717.97,11,14.8,11
fashion shoes,2018-04-01,1582.7,205.87,1788.57,10,14.85,10
fashion shoes,2018-05-01,1230.58,219.6,1450.18,10,10.95,10
fashion shoes,2018-06-01,820.19,165.25,985.44,5,7,5
fashion shoes,2018-07-01,471.3,105.91,577.21,3,4,3
fashion sport,2017-02-01,39.9,14.11,54.01,1,0.4,1
fashion sport,2017-03-01,189.78,54.69,244.47,4,0.9,4
fashion sport,2017-04-01,124.84,54.64,179.48,3,1.15,3
fashion sport,2017-05-01,495.49,112,607.49,6,2.4,6
fashion sport,2017-06-01,69.9,7.78,77.68,1,0.2,1
fashion sport,2017-07-01,265.8,123.64,389.44,2,1.75,2
fashion sport,2017-08-01,384.6,116.22,500.82,5,1.45,2
fashion sport,2017-09-01,59.9,8.72,68.62,1,0.45,1
fashion sport,2017-10-01,59.9,7.78,67.68,1,0.25,1
fashion sport,2017-11-01,59.9,16.86,76.76,1,0.25,1
fashion sport,2017-12-01,119.8,25.54,145.34,2,0.55,2
fashion sport,2018-02-01,89.9,7.49,97.39,1,0.1,1
fashion sport,2018-03-01,89.9,15.51,105.41,1,0.1,1
fashion sport,2018-07-01,69.9,13.15,83.05,1,0.25,1
fashion underwear beach,2016-12-01,137.25,33.9,171.15,2,1,2
fashion underwear beach,2017-01-01,396.97,110.86,507.83,8,3.3,6
fashion underwear beach,2017-02-01,394.14,66.48,460.62,6,2.2,6
fashion underwear beach,2017-03-01,98.79,60.88,159.67,4,1.1,4
fashion underwear beach,2017-04-01,283.5,85.76,369.26,7,3.5,6
fashion underwear beach,2017-05-01,3.9,15.1,19,1,0.1,1
fashion underwear beach,2017-06-01,274.8,39.68,314.48,3,0.75,3
fashion underwear beach,2017-07-01,1111,197.87,1308.87,13,2.775,13
fashion underwear beach,2017-08-01,1789.7,266.52,2056.22,18,4.525,16
fashion underwear beach,2017-09-01,187.8,35.15,222.95,3,0.725,3
fashion underwear beach,2017-10-01,1221.6,170.26,1391.86,10,3.2,10
fashion underwear beach,2017-11-01,1173.1,186.52,1359.62,13,3.475,13
fashion underwear beach,2017-12-01,754.5,122.52,877.02,8,1.75,8
fashion underwear beach,2018-01-01,399.3,105.99,505.29,7,1.8,7
fashion underwear beach,2018-02-01,289.4,79.01,368.41,5,1.3,5
fashion underwear beach,2018-03-01,359.4,80.78,440.18,6,1.45,6
fashion underwear beach,2018-04-01,207.4,93.06,300.46,6,1.2,5
fashion underwear beach,2018-05-01,129.3,107.46,236.76,7,1.1,3
fashion underwear beach,2018-06-01,109.8,31.53,141.33,2,0.35,2
fashion underwear beach,2018-07-01,219.9,26.86,246.76,2,0.575,2
fixed telephony,2016-09-01,704.88,69.57,774.45,5,2.79,5
fixed telephony,2016-12-01,677.12,292.44,969.56,22,5.157,19
fixed telephony,2017-01-01,559.28,241.46,800.74,17,3.764,17
fixed telephony,2017-02-01,1792.3,450.98,2243.28,26,9.349,16
fixed telephony,2017-03-01,2998.33,170.44,3168.77,11,5.183,7
fixed telephony,2017-04-01,429.34,137.52,566.86,9,1.875,9
fixed telephony,2017-05-01,966.66,215.54,1182.2,13,3.588,13
fixed telephony,2017-06-01,218.73,129.54,348.27,9,1.195,8
fixed telephony,2017-07-01,3343.54,296.77,3640.31,20,18.793,14
fixed telephony,2017-08-01,13692.91,297.28,13990.19,13,6.64,6
fixed telephony,2017-09-01,3751.88,154.15,3906.03,7,9.172,6
fixed telephony,2017-10-01,943.98,92.5,1036.48,5,3.483,5
fixed telephony,2017-11-01,998.77,97.04,1095.81,5,4.724,5
fixed telephony,2017-12-01,2444.1,189.45,2633.55,10,6.165,10
fixed telephony,2018-01-01,6138.67,203.15,6341.82,12,8.528,10
fixed telephony,2018-02-01,1930.59,270.25,2200.84,14,6.625,12
fixed telephony,2018-03-01,1921.94,205.74,2127.68,11,5.399,10
fixed telephony,2018-04-01,1946.1,276.15,2222.25,17,12.941,12
fixed telephony,2018-05-01,2080.32,342.2,2422.52,17,10.012,15
fixed telephony,2018-06-01,9319.39,338.79,9658.18,11,15.13,8
fixed telephony,2018-07-01,2724.17,166.85,2891.02,10,8.738,10
flowers,2017-10-01,187.8,81.49,269.29,6,9.25,6
flowers,2017-11-01,82.7,30.28,112.98,2,1.45,2
flowers,2017-12-01,284.6,153.66,438.26,10,33.7,7
flowers,2018-01-01,134.48,53.22,187.7,4,7.95,4
flowers,2018-02-01,89.67,46.74,136.41,3,2.55,3
flowers,2018-03-01,105.9,27.21,133.11,2,2.05,2
flowers,2018-04-01,68.9,28.2,97.1,2,1.25,2
flowers,2018-05-01,108,32.7,140.7,2,1.6,1
flowers,2018-06-01,47.99,35.37,83.36,2,0.75,2
food,2016-09-01,79.9,16.33,96.23,1,0.2,1
food,2016-12-01,42.82,36,78.82,2,2.15,2
food,2017-01-01,715.63,214.57,930.2,9,16.975,9
food,2017-02-01,2667.56,491.43,3158.99,24,62.631,22
food,2017-03-01,491.3,119.85,611.15,8,6.804,8
food,2017-04-01,387.9,64.35,452.25,3,5.518,3
food,2017-05-01,149.9,21.89,171.79,1,3.35,1
food,2017-06-01,584.16,170.03,754.19,7,10.111,7
food,2017-07-01,364.5,135.73,500.23,8,6.544,8
food,2017-08-01,935.95,230.12,1166.07,16,12.13,12
food,2017-09-01,863.03,232.52,1095.55,18,15.575,13
food,2017-10-01,556.95,214.33,771.28,17,8.627,11
food,2017-11-01,978.19,189.75,1167.94,14,8.347,12
food,2017-12-01,868.41,264.66,1133.07,20,9.05,19
food,2018-01-01,1933.42,503.77,2437.19,39,20.005,31
food,2018-02-01,1559.9,508.69,2068.59,35,18.067,33
food,2018-03-01,1665.43,554.56,2219.99,40,13.2,36
food,2018-04-01,1542.93,536.55,2079.48,44,12.559,36
food,2018-05-01,1371.18,322.41,1693.59,24,12.959,24
food,2018-06-01,3378.17,1023.25,4401.42,64,36.144,59
food,2018-07-01,8256.18,1420.24,9676.42,116,54.693,103
food drink,2017-02-01,110.8,58.09,168.89,5,2.55,5
food drink,2017-03-01,47.9,32.88,80.78,3,2.55,2
food drink,2017-04-01,416.29,214.12,630.41,17,12.3,12
food drink,2017-05-01,57.4,25.38,82.78,2,1.55,2
food drink,2017-06-01,168.2,93.48,261.68,8,4.7,7
food drink,2017-07-01,494.81,234.14,728.95,15,14.3,12
food drink,2017-08-01,310.86,133.92,444.78,9,7.5,6
food drink,2017-09-01,2297.23,357.76,2654.99,17,13.5,15
food drink,2017-10-01,2445.57,585.78,3031.35,33,30.1,28
food drink,2017-11-01,1098.68,386.18,1484.86,22,19.825,19
food drink,2017-12-01,341.17,188.05,529.22,11,9.4,10
food drink,2018-01-01,1059.1,328.24,1387.34,24,23.3,21
food drink,2018-02-01,2350.77,272.73,2623.5,19,40.35,17
food drink,2018-03-01,605.07,279.96,885.03,18,12.3,16
food drink,2018-04-01,1239.44,435.3,1674.74,25,35.45,15
food drink,2018-05-01,293.85,218.96,512.81,11,7.166,9
food drink,2018-06-01,813.73,351.24,1164.97,18,36.425,15
food drink,2018-07-01,1028.61,311.78,1340.39,21,33.828,16
furniture bedroom,2016-12-01,73.2,75.56,148.76,8,1.6,8
furniture bedroom,2017-01-01,450,51.88,501.88,1,13.45,1
furniture bedroom,2017-03-01,858.96,232.32,1091.28,5,47.55,4
furniture bedroom,2017-04-01,2369.97,288.98,2658.95,9,106.35,6
furniture bedroom,2017-05-01,308.99,42.69,351.68,2,20.4,2
furniture bedroom,2017-06-01,1206.99,389.64,1596.63,5,89.15,5
furniture bedroom,2017-07-01,618,84.36,702.36,3,29.2,3
furniture bedroom,2017-08-01,709.6,214.38,923.98,4,48.5,3
furniture bedroom,2017-09-01,1193.9,217.95,1411.85,4,46.5,4
furniture bedroom,2017-10-01,873,177.46,1050.46,3,37.65,3
furniture bedroom,2017-11-01,185,45.75,230.75,1,10.7,1
furniture bedroom,2017-12-01,914.8,150.24,1065.04,5,53.5,5
furniture bedroom,2018-01-01,1094.8,300.3,1395.1,8,59.3,7
furniture bedroom,2018-02-01,1071.8,193.89,1265.69,6,34.75,6
furniture bedroom,2018-03-01,1470.9,378.32,1849.22,8,75.45,7
furniture bedroom,2018-04-01,1484.98,331.93,1816.91,6,58.3,5
furniture bedroom,2018-05-01,1559.99,381.83,1941.82,9,99.05,8
furniture bedroom,2018-06-01,1386.9,451.87,1838.77,10,122.425,7
furniture bedroom,2018-07-01,2197,622.88,2819.88,12,135,10
furniture decor,2016-08-01,72.89,63.34,136.23,2,3.2,1
furniture decor,2016-09-01,5807.89,1244.39,7052.28,67,142.23,51
furniture decor,2016-12-01,13521.31,2940.44,16461.75,182,338.471,137
furniture decor,2017-01-01,20871.3,5249.86,26121.16,264,621.236,219
furniture decor,2017-02-01,23482.73,6036.96,29519.69,329,863.919,266
furniture decor,2017-03-01,21318.89,4354.32,25673.21,200,597.931,166
furniture decor,2017-04-01,24469.19,6031.21,30500.4,282,834.85,237
furniture decor,2017-05-01,16984.13,5087.78,22071.91,234,589.047,181
furniture decor,2017-06-01,24434.63,5793.71,30228.34,312,798.904,249
furniture decor,2017-07-01,35681.02,8903.25,44584.27,443,1166.843,335
furniture decor,2017-08-01,30986.69,7531.2,38517.89,349,977.738,276
furniture decor,2017-09-01,29660.01,7438.66,37098.67,373,942.268,267
furniture decor,2017-10-01,63611.58,14895.77,78507.35,787,2026.779,548
furniture decor,2017-11-01,32191.64,7380.87,39572.51,392,936.795,317
furniture decor,2017-12-01,54928.29,12135.73,67064.02,609,1604.566,475
furniture decor,2018-01-01,39001.86,8281.16,47283.02,435,1168.562,343
furniture decor,2018-02-01,52268.79,13602.53,65871.32,595,1755.367,442
furniture decor,2018-03-01,56503.03,11630.75,68133.78,593,1568.291,466
furniture decor,2018-04-01,54346.76,11458.91,65805.67,606,1652.703,462
furniture decor,2018-05-01,42424.42,10293.71,52718.13,405,1169.666,319
furniture decor,2018-06-01,45312.32,11655.43,56967.75,435,1194.957,343
furniture decor,2018-07-01,41883.12,10739.32,52622.44,440,1156.853,349
furniture living room,2016-12-01,929.93,165.6,1095.53,7,81.2,6
furniture living room,2017-01-01,3964.6,1141.22,5105.82,26,296.2,16
furniture living room,2017-02-01,3463,731.94,4194.94,25,221.625,18
furniture living room,2017-03-01,2073.34,452.77,2526.11,12,113,11
furniture living room,2017-04-01,4929.43,1311.34,6240.77,34,292.37,29
furniture living room,2017-05-01,1713.3,529.61,2242.91,15,133.25,12
furniture living room,2017-06-01,4395.12,980.74,5375.86,31,263.625,27
furniture living room,2017-07-01,2478.07,679.99,3158.06,23,136.15,21
furniture living room,2017-08-01,1275.87,286.96,1562.83,11,56.583,11
furniture living room,2017-09-01,1532.79,476.19,2008.98,19,95.35,13
furniture living room,2017-10-01,6212.95,1444.95,7657.9,39,370.623,29
furniture living room,2017-11-01,2316.01,624.87,2940.88,20,108.6,16
furniture living room,2017-12-01,2308.1,553.85,2861.95,22,123.25,22
furniture living room,2018-01-01,4402.78,1559.3,5962.08,26,317.175,19
furniture living room,2018-02-01,3521.87,757.93,4279.8,19,136.3,19
furniture living room,2018-03-01,5133.73,1086.23,6219.96,34,237.585,25
furniture living room,2018-04-01,2721.08,669.02,3390.1,16,137.558,13
furniture living room,2018-05-01,3541.62,988.03,4529.65,29,199.55,27
furniture living room,2018-06-01,6779.63,2060.68,8840.31,55,448.6,50
furniture living room,2018-07-01,5223.34,1466.95,6690.29,40,301.95,38
furniture mattress and upholstery,2017-03-01,109.4,21.4,130.8,1,28.3,1
furniture mattress and upholstery,2017-04-01,595.89,135.99,731.88,3,64.9,3
furniture mattress and upholstery,2017-06-01,109.4,69.13,178.53,1,28.3,1
furniture mattress and upholstery,2017-07-01,509.39,124.27,633.66,2,58.3,2
furniture mattress and upholstery,2017-08-01,86.5,47.32,133.82,1,6.6,1
furniture mattress and upholstery,2017-10-01,334,78.81,412.81,2,3.65,2
furniture mattress and upholstery,2017-11-01,803.7,284.7,1088.4,8,23.45,8
furniture mattress and upholstery,2017-12-01,860.5,409.9,1270.4,9,20.35,9
furniture mattress and upholstery,2018-01-01,389.4,302.08,691.48,6,28.3,6
furniture mattress and upholstery,2018-02-01,440,144.93,584.93,4,6.8,4
furniture mattress and upholstery,2018-06-01,129.9,11.93,141.83,1,18.25,1
garden tools,2016-09-01,1359.88,105.31,1465.19,5,18.793,5
garden tools,2016-12-01,8152.75,1072.42,9225.17,58,190.483,40
garden tools,2017-01-01,13144.61,1600.69,14745.3,72,351.543,63
garden tools,2017-02-01,21547.15,3132.18,24679.33,149,500.336,120
garden tools,2017-03-01,22790.28,2760.32,25550.6,119,468.768,99
garden tools,2017-04-01,20774.46,3403,24177.46,140,522.861,124
garden tools,2017-05-01,15989.17,2772.78,18761.95,116,467.958,103
garden tools,2017-06-01,20067.05,4184.52,24251.57,190,494.513,159
garden tools,2017-07-01,24042.6,4743.58,28786.18,235,519.349,196
garden tools,2017-08-01,22674.13,4890.99,27565.12,227,637.494,181
garden tools,2017-09-01,25619.06,6449.3,32068.36,276,834.623,211
garden tools,2017-10-01,46273.76,12304.88,58578.64,554,1472.448,436
garden tools,2017-11-01,27807.69,7488.33,35296.02,327,892.228,246
garden tools,2017-12-01,27037.94,5781.89,32819.83,240,714.34,205
garden tools,2018-01-01,26513.41,6729.61,33243.02,291,810.699,229
garden tools,2018-02-01,27936.87,6613.28,34550.15,267,691.039,208
garden tools,2018-03-01,34875.94,5613.2,40489.14,285,715.58,236
garden tools,2018-04-01,37996.98,5287.88,43284.86,293,605.2,231
garden tools,2018-05-01,18046.61,5123.64,23170.25,186,479.245,150
garden tools,2018-06-01,26034.78,4881.63,30916.41,178,501.127,153
garden tools,2018-07-01,16571.34,4023.32,20594.66,139,387.67,123
health beauty,2016-08-01,134.97,8.49,143.46,3,3,1
health beauty,2016-09-01,4552.51,940.87,5493.38,48,101.281,44
health beauty,2016-12-01,12561.32,1478.42,14039.74,85,95.483,82
health beauty,2017-01-01,22838.79,3291.29,26130.08,166,234.984,155
health beauty,2017-02-01,25602.25,3825.56,29427.81,209,258.742,191
health beauty,2017-03-01,23328.75,3494.3,26823.05,191,226.227,178
health beauty,2017-04-01,46536.32,5974.12,52510.44,287,444.483,265
health beauty,2017-05-01,32175.09,5245.21,37420.3,262,363.185,240
health beauty,2017-06-01,34880.86,5531.02,40411.88,316,387.756,278
health beauty,2017-07-01,49559.1,6366.47,55925.57,359,442.504,344
health beauty,2017-08-01,51972.45,7627.36,59599.81,382,471.202,362
health beauty,2017-09-01,41915.72,6997.72,48913.44,361,399.221,332
health beauty,2017-10-01,78823.12,10429.78,89252.9,580,597.771,526
health beauty,2017-11-01,61561.94,8403.15,69965.09,470,464.322,436
health beauty,2017-12-01,72250.49,10729.08,82979.57,627,589.357,571
health beauty,2018-01-01,84937.36,11071.66,96009.02,664,546.556,603
health beauty,2018-02-01,92313.11,13066.51,105379.62,678,617.146,626
health beauty,2018-03-01,91701.05,13439.53,105140.58,693,831.619,625
health beauty,2018-04-01,92880.93,13961.92,106842.85,769,716.113,685
health beauty,2018-05-01,111278.36,17284.72,128563.08,883,789.517,798
health beauty,2018-06-01,104581.83,16800.83,121382.66,777,728.301,705
health beauty,2018-07-01,122295.02,16598.72,138893.74,860,832.801,789
home appliances,2017-01-01,740.9,114.5,855.4,7,8.7,7
home appliances,2017-02-01,313.3,152.95,466.25,10,7.25,9
home appliances,2017-03-01,499.4,136.17,635.57,10,7.45,9
home appliances,2017-04-01,1912.79,458.24,2371.03,28,40.217,28
home appliances,2017-05-01,2507.19,636.41,3143.6,43,78.525,42
home appliances,2017-06-01,3490.09,648.17,4138.26,36,48.3,36
home appliances,2017-07-01,4752.35,969.48,5721.83,49,99.139,49
home appliances,2017-08-01,1836.79,385.36,2222.15,11,49.32,11
home appliances,2017-09-01,1951.08,282.2,2233.28,8,58.84,8
home appliances,2017-10-01,4470.94,538.81,5009.75,24,85.093,24
home appliances,2017-11-01,1376,357.07,1733.07,17,74.875,17
home appliances,2017-12-01,1795.05,399.88,2194.93,28,26.244,27
home appliances,2018-01-01,5569.29,817.62,6386.91,48,82.84,47
home appliances,2018-02-01,9891.04,1485.52,11376.56,71,154.995,71
home appliances,2018-03-01,15124.25,2258.37,17382.62,106,255.825,106
home appliances,2018-04-01,6149.67,1230.74,7380.41,64,142.35,63
home appliances,2018-05-01,5566.47,1320.11,6886.58,66,83.629,66
home appliances,2018-06-01,5589.53,1262.39,6851.92,79,90.981,79
home appliances,2018-07-01,6635.4,1364.91,8000.31,66,96.238,65
home appliances 2,2016-12-01,2126.68,141.92,2268.6,8,56.875,7
home appliances 2,2017-01-01,15.99,14.12,30.11,1,0.7,1
home appliances 2,2017-02-01,500.9,67.53,568.43,2,9.89,2
home appliances 2,2017-03-01,799.8,147.17,946.97,2,23.734,2
home appliances 2,2017-04-01,3093.04,360.35,3453.39,9,87.26,9
home appliances 2,2017-05-01,1213.87,221.2,1435.07,6,63.125,6
home appliances 2,2017-06-01,1033.99,272.89,1306.88,7,45.6,7
